symbol,trade_date,direction,signal_time,entry_time,entry_minute,entry_time_hhmm,signal_close,entry_open,ema9,ema21,atr14,ema_spread,ema_spread_abs,ema_spread_atr,ema21_slope,ema21_slope_atr,ema21_slope_abs_atr,ema_spread_change,ema_spread_change_atr,ema_spread_change_abs_atr,close_ema21_distance,close_ema21_distance_abs,close_ema21_distance_atr,close_ema9_distance,close_ema9_distance_abs,close_ema9_distance_atr,directional_ema21_slope_atr,directional_ema_spread_change_atr,directional_close_ema21_distance_atr,ema_spread_atr_quartile,ema21_slope_abs_atr_quartile,ema_spread_change_abs_atr_quartile,close_ema21_distance_atr_quartile,close_ema9_distance_atr_quartile
INFY,2025-08-18,BUY,2025-08-18 13:15:00+05:30,2025-08-18 13:20:00+05:30,800,13:20,1407.7,1407.8,1405.0567835129732,1404.9475702067284,2.0714285714285716,0.10921330624478287,0.10921330624478287,0.052723665083688274,0.2752429793272313,0.13287592105452545,0.13287592105452545,0.38556114242942385,0.18613296531075632,0.18613296531075632,2.752429793271631,2.752429793271631,1.328759210544925,2.643216487026848,2.643216487026848,1.2760355454612369,0.13287592105452545,0.18613296531075632,1.328759210544925,Q2,Q3,Q3,Q3,Q3
INFY,2025-08-18,SELL,2025-08-18 14:55:00+05:30,2025-08-18 15:00:00+05:30,900,15:00,1405.9,1405.9,1406.1887396459367,1406.2166747249278,1.864285714285724,-0.027935078991049522,0.027935078991049522,0.014984333558417289,-0.03166747249292712,-0.016986383712681123,0.016986383712681123,-0.04051743899117355,-0.021733492179173437,0.021733492179173437,-0.31667472492767956,0.31667472492767956,0.16986383712595748,-0.28873964593663004,0.28873964593663004,0.1548795035675402,0.016986383712681123,0.021733492179173437,-0.16986383712595748,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-08-19,BUY,2025-08-19 09:15:00+05:30,2025-08-19 09:20:00+05:30,560,09:20,1410.1,1409.8,1406.4373249325959,1406.1861128713488,2.4571428571428475,0.25121206124708806,0.25121206124708806,0.102237466786606,0.39138871286513677,0.1592861040730214,0.1592861040730214,0.5242800539858763,0.21336978941285747,0.21336978941285747,3.9138871286511403,3.9138871286511403,1.5928610407301216,3.6626750674040522,3.6626750674040522,1.4906235739435154,0.1592861040730214,0.21336978941285747,1.5928610407301216,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-08-19,SELL,2025-08-19 14:00:00+05:30,2025-08-19 14:05:00+05:30,845,14:05,1413.2,1413.2,1414.6920429153492,1414.803323442212,1.7714285714285845,-0.11128052686285628,0.11128052686285628,0.06281965226128937,-0.16033234422116038,-0.09051019431839633,0.09051019431839633,-0.21267838461608335,-0.12006037841230423,0.12006037841230423,-1.6033234422120586,1.6033234422120586,0.90510194318422,-1.4920429153492023,1.4920429153492023,0.8422822909229306,0.09051019431839633,0.12006037841230423,-0.90510194318422,Q3,Q2,Q2,Q2,Q2
INFY,2025-08-20,BUY,2025-08-20 09:15:00+05:30,2025-08-20 09:20:00+05:30,560,09:20,1421.0,1421.2,1412.5653908173404,1412.079138477307,2.464285714285682,0.48625234003338846,0.48625234003338846,0.19731979015847906,0.8920861522692576,0.3620059748339064,0.3620059748339064,1.2165661433957666,0.4936790147113321,0.4936790147113321,8.92086152269303,8.92086152269303,3.6200597483392483,8.434609182659642,8.434609182659642,3.4227399581807694,0.3620059748339064,0.4936790147113321,3.6200597483392483,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-08-20,SELL,2025-08-20 13:55:00+05:30,2025-08-20 14:00:00+05:30,840,14:00,1452.0,1452.3,1452.9108229150008,1453.0200427849957,2.0999999999999903,-0.10921986999483124,0.10921986999483124,0.05200946190230083,-0.10200427849963489,-0.048573465952207316,0.048573465952207316,-0.12570145025051715,-0.05985783345262749,0.05985783345262749,-1.0200427849956668,1.0200427849956668,0.4857346595217483,-0.9108229150008356,0.9108229150008356,0.4337251976194475,0.048573465952207316,0.05985783345262749,-0.4857346595217483,Q2,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-08-20,BUY,2025-08-20 14:05:00+05:30,2025-08-20 14:10:00+05:30,850,14:10,1454.8,1454.8,1453.1269266656006,1453.0892915578474,2.2571428571428345,0.037635107753203556,0.037635107753203556,0.016673781915976425,0.17107084421513719,0.07579088034847926,0.07579088034847926,0.2471974893846891,0.1095178750438507,0.1095178750438507,1.7107084421525087,1.7107084421525087,0.7579088034852963,1.6730733343993052,1.6730733343993052,0.7412350215693199,0.07579088034847926,0.1095178750438507,0.7579088034852963,Q1_LOW,Q2,Q2,Q2,Q2
INFY,2025-08-21,SELL,2025-08-21 09:30:00+05:30,2025-08-21 09:35:00+05:30,575,09:35,1457.5,1457.5,1459.5950908828888,1459.8535494755984,3.771428571428552,-0.2584585927095304,0.2584585927095304,0.06853068746086069,-0.23535494755992659,-0.06240472094392025,0.06240472094392025,-0.28841777316233674,-0.07647440955061999,0.07647440955061999,-2.3535494755983564,2.3535494755983564,0.6240472094389614,-2.095090882888826,2.095090882888826,0.5555165219781006,0.06240472094392025,0.07647440955061999,-0.6240472094389614,Q3,Q2,Q2,Q2,Q2
INFY,2025-08-21,BUY,2025-08-21 10:10:00+05:30,2025-08-21 10:15:00+05:30,615,10:15,1462.3,1462.3,1459.819953602819,1459.539409164297,4.09285714285714,0.2805444385219289,0.2805444385219289,0.06854488899314148,0.27605908357031694,0.06744899075016475,0.06744899075016475,0.34395251572505003,0.08403726387697563,0.08403726387697563,2.760590835702942,2.760590835702942,0.6744899075015919,2.480046397181013,2.480046397181013,0.6059450185084504,0.06744899075016475,0.08403726387697563,0.6744899075015919,Q3,Q2,Q2,Q2,Q2
INFY,2025-08-21,SELL,2025-08-21 13:25:00+05:30,2025-08-21 13:30:00+05:30,810,13:30,1465.7,1465.7,1467.7631898617578,1467.9830624359888,1.75,-0.21987257423097617,0.21987257423097617,0.12564147098912923,-0.22830624359903595,-0.13046071062802053,0.13046071062802053,-0.28749122184035514,-0.16428069819448865,0.16428069819448865,-2.283062435988768,2.283062435988768,1.3046071062792959,-2.0631898617577917,2.0631898617577917,1.1789656352901667,0.13046071062802053,0.16428069819448865,-1.3046071062792959,Q4_HIGH,Q3,Q3,Q3,Q3
INFY,2025-08-22,BUY,2025-08-22 11:15:00+05:30,2025-08-22 11:20:00+05:30,680,11:20,1463.0,1463.0,1461.650548797068,1461.4887042622113,1.650000000000026,0.16184453485675476,0.16184453485675476,0.09808759688288013,0.1511295737789169,0.09159368107813001,0.09159368107813001,0.18623322695407296,0.11286862239640609,0.11286862239640609,1.5112957377887142,1.5112957377887142,0.9159368107810245,1.3494512029319594,1.3494512029319594,0.8178492138981444,0.09159368107813001,0.11286862239640609,0.9159368107810245,Q3,Q3,Q2,Q3,Q2
INFY,2025-08-22,SELL,2025-08-22 13:05:00+05:30,2025-08-22 13:10:00+05:30,790,13:10,1461.8,1461.8,1463.38565799329,1463.4758982648036,1.914285714285711,-0.09024027151372138,0.09024027151372138,0.04714044034298886,-0.16758982648025267,-0.08754692428072916,0.08754692428072916,-0.22882467184217603,-0.11953527633546529,0.11953527633546529,-1.6758982648036636,1.6758982648036636,0.8754692428078854,-1.5856579932899422,1.5856579932899422,0.8283288024648966,0.08754692428072916,0.11953527633546529,-0.8754692428078854,Q2,Q2,Q2,Q2,Q2
INFY,2025-08-25,BUY,2025-08-25 09:15:00+05:30,2025-08-25 09:20:00+05:30,560,09:20,1486.1,1485.6,1462.6088293951227,1460.4220396021237,3.585714285714338,2.1867897929989795,2.1867897929989795,0.6098616952586706,2.5677960397874813,0.7161184174706019,0.7161184174706019,3.3049966114319886,0.9217122023913779,0.9217122023913779,25.677960397876177,25.677960397876177,7.161184174706399,23.491170604877198,23.491170604877198,6.5513224794477285,0.7161184174706019,0.9217122023913779,7.161184174706399,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
